paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
5390972920f70186a0dfacd1,hosting the net runtime in microsoft sql server,"alazel acheson, mason bendixen, josé a blakeley, peter carlin, ebru ersan, jun fang, xiaowei jiang, christian kleinerman, balaji rathakrishnan, gideon schaller, beysim sezgin, ramachandran venkatesh, honggang zhang",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,h,53e9b565b7602d970409df92,hosting the net runtime in microsoft sql server,"alazel acheson, mason bendixen, josé a blakeley, peter carlin, ebru ersan, jun fang, xiaowei jiang, christian kleinerman, balaji rathakrishnan, gideon schaller, beysim sezgin, ramachandran venkatesh, honggang zhang",sigmod conference,2004,h,1.0,5390972920f70186a0dfacd153e9b565b7602d970409df92
5390972920f70186a0dfacd0,data densification in a relational database system,"abhinav gupta, sankar subramanian, srikanth bellamkonda, tolga bozkaya, nathan folkert, lei sheng, andrew witkowski",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,d,53e9bad7b7602d9704705965,data densification in a relational database system,"abhinav gupta, sankar subramanian, srikanth bellamkonda, tolga bozkaya, nathan folkert, lei sheng, andrew witkowski",sigmod conference,2004,d,1.0,5390972920f70186a0dfacd053e9bad7b7602d9704705965
5390972920f70186a0dfacce,query processing for sql updates,"césar a galindolegaria, stefano stefani, florian waas",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,q,53e9acfdb7602d97036d9a2b,query processing for sql updates,"césar a galindolegaria, stefano stefani, florian waas",sigmod conference,2004,q,1.0,5390972920f70186a0dfacce53e9acfdb7602d97036d9a2b
5390972920f70186a0dfacb8,secure xml querying with security views,"wenfei fan, cheeyong chan, minos garofalakis",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,s,53e9ae2eb7602d9703842dff,secure xml querying with security views,"wenfei fan, chee yong chan, minos n garofalakis",sigmod conference,2004,s,1.0,5390972920f70186a0dfacb853e9ae2eb7602d9703842dff
5390972920f70186a0dfacc0,joining interval data in relational databases,"jost enderle, matthias hampel, thomas seidl",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,j,53e998b8b7602d97020f14ec,joining interval data in relational databases,"jost enderle, matthias hampel, thomas seidl",sigmod conference,2004,j,1.0,5390972920f70186a0dfacc053e998b8b7602d97020f14ec
5390972920f70186a0dfacbb,sina scalable incremental processing of continuous queries in spatiotemporal databases,"mohamed f mokbel, xiaopeing xiong, walid g aref",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,s,53e99cc9b7602d970257be45,sina scalable incremental processing of continuous queries in spatiotemporal databases,"mohamed f mokbel, xiaopeng xiong, walid g aref",sigmod conference,2004,s,1.0,5390972920f70186a0dfacbb53e99cc9b7602d970257be45
5390972920f70186a0dfacbd,cords automatic discovery of correlations and soft functional dependencies,"ihab f ilyas, volker markl, peter haas, paul brown, ashraf aboulnaga",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,c,53e9acbdb7602d970369d43d,cords automatic discovery of correlations and soft functional dependencies,"ihab f ilyas, volker markl, peter j haas, paul brown, ashraf aboulnaga",sigmod conference,2004,c,1.0,5390972920f70186a0dfacbd53e9acbdb7602d970369d43d
5390972920f70186a0dfacbe,robust query processing through progressive optimization,"volker markl, vijayshankar raman, david simmen, guy lohman, hamid pirahesh, miso cilimdzic",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,r,53e9abbfb7602d97035713f9,robust query processing through progressive optimization,"volker markl, vijayshankar raman, david e simmen, guy m lohman, hamid pirahesh",sigmod conference,2004,r,1.0,5390972920f70186a0dfacbe53e9abbfb7602d97035713f9
5390972920f70186a0dfacba,prediction and indexing of moving objects with unknown motion patterns,"yufei tao, christos faloutsos, dimitris papadias, bin liu",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,p,53e9a02db7602d9702912fc5,prediction and indexing of moving objects with unknown motion patterns,"yufei tao, christos faloutsos, dimitris papadias, bin liu 0002",sigmod conference,2004,p,1.0,5390972920f70186a0dfacba53e9a02db7602d9702912fc5
5390972920f70186a0dfacbc,stripes an efficient index for predicted trajectories,"jignesh m patel, yun chen, v prasad chakka",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,s,53e99e0cb7602d97026d20d8,stripes an efficient index for predicted trajectories,"jignesh m patel, yun chen, v prasad chakka",sigmod conference,2004,s,1.0,5390972920f70186a0dfacbc53e99e0cb7602d97026d20d8
5390972920f70186a0dfacbf,canonical abstraction for outerjoin optimization,"jun rao, hamid pirahesh, calisto zuzarte",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,c,53e9ac22b7602d97035e5820,canonical abstraction for outerjoin optimization,"jun rao, hamid pirahesh, calisto zuzarte",sigmod conference,2004,c,1.0,5390972920f70186a0dfacbf53e9ac22b7602d97035e5820
5390972920f70186a0dfacb2,the price of validity in dynamic networks,"mayank bawa, aristides gionis, hector garciamolina, rajeev motwani",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,t,53e9b98ab7602d970457cb15,the price of validity in dynamic networks,"mayank bawa, aristides gionis, hector garciamolina, rajeev motwani",sigmod conference,2004,t,1.0,5390972920f70186a0dfacb253e9b98ab7602d970457cb15
5390972920f70186a0dfacaa,static optimization of conjunctive queries with sliding windows over infinite streams,"ahmed m ayad, jeffrey f naughton",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,s,53e9a9a2b7602d97033030d8,static optimization of conjunctive queries with sliding windows over infinite streams,"ahmed ayad, jeffrey f naughton",sigmod conference,2004,s,1.0,5390972920f70186a0dfacaa53e9a9a2b7602d97033030d8
5390972920f70186a0dfaca8,adapting to source properties in processing data integration queries,"zachary g ives, alon y halevy, daniel s weld",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,a,53e9a6aeb7602d9702fe424c,adapting to source properties in processing data integration queries,"zachary g ives, alon y halevy, daniel s weld",sigmod conference,2004,a,1.0,5390972920f70186a0dfaca853e9a6aeb7602d9702fe424c
5390972920f70186a0dfaca6,constraintbased xml query rewriting for data integration,"cong yu, lucian popa",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,c,53e9a19bb7602d9702a9189c,constraintbased xml query rewriting for data integration,"cong yu, lucian popa",sigmod conference,2004,c,1.0,5390972920f70186a0dfaca653e9a19bb7602d9702a9189c
5390972920f70186a0dfacac,clustering objects on a spatial network,"man lung yiu, nikos mamoulis",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,c,53e99ed1b7602d970279a364,clustering objects on a spatial network,"man lung yiu, nikos mamoulis",sigmod conference,2004,c,1.0,5390972920f70186a0dfacac53e99ed1b7602d970279a364
5390972920f70186a0dfacab,dynamic plan migration for continuous queries over data streams,"yali zhu, elke a rundensteiner, george t heineman",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,d,53e9b35ab7602d9703e3903b,dynamic plan migration for continuous queries over data streams,"yali zhu, elke a rundensteiner, george t heineman",sigmod conference,2004,d,1.0,5390972920f70186a0dfacab53e9b35ab7602d9703e3903b
5390972920f70186a0dfacb1,incremental evaluation of schemadirected xml publishing,"philip bohannon, byron choi, wenfei fan",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,i,53e9ba64b7602d9704682420,incremental evaluation of schemadirected xml publishing,"philip bohannon, peter buneman, byron choi, wenfei fan",sigmod conference,2004,i,1.0,5390972920f70186a0dfacb153e9ba64b7602d9704682420
5390972920f70186a0dfacae,incremental and effective data summarization for dynamic hierarchical clustering,"samer nassar, jörg sander, corrine cheng",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,i,53e9b45eb7602d9703f5ce0d,incremental and effective data summarization for dynamic hierarchical clustering,"samer nassar, jörg sander, corrine cheng",sigmod conference,2004,i,1.0,5390972920f70186a0dfacae53e9b45eb7602d9703f5ce0d
5390972920f70186a0dfacaf,implementing a scalable xml publishsubscribe system using relational database systems,"feng tian, berthold reinwald, hamid pirahesh, tobias mayr, jussi myllymaki",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,i,53e9a0adb7602d9702997364,implementing a scalable xml publishsubscribe system using a relational database system,"feng tian, berthold reinwald, hamid pirahesh, tobias mayr, jussi myllymaki",sigmod conference,2004,i,0.9,5390972920f70186a0dfacaf53e9a0adb7602d9702997364
5390972920f70186a0dfaca9,adaptive ordering of pipelined stream filters,"shivnath babu, rajeev motwani, kamesh munagala, itaru nishizawa, jennifer widom",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,a,53e99b0ab7602d970239bda1,adaptive ordering of pipelined stream filters,"shivnath babu, rajeev motwani, kamesh munagala, itaru nishizawa, jennifer widom",sigmod conference,2004,a,1.0,5390972920f70186a0dfaca953e99b0ab7602d970239bda1
5390972920f70186a0dfacb0,incremental maintenance of xml structural indexes,"ke yi, hao he, ioana stanoi, jun yang",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,i,53e9babab7602d97046eaffe,incremental maintenance of xml structural indexes,"ke yi, hao he, ioana stanoi, jun yang 0001",sigmod conference,2004,i,1.0,5390972920f70186a0dfacb053e9babab7602d97046eaffe
5390972920f70186a0dfacf8,tools for design of composite web services,"richard hull, jianwen su",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,t,53e9ba6ab7602d970468d643,tools for design of composite web services,"richard hull, jianwen su",sigmod conference,2004,t,1.0,5390972920f70186a0dfacf853e9ba6ab7602d970468d643
5390972920f70186a0dfacfb,indexing and mining streams,christos faloutsos,sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,i,53e99a98b7602d970231120a,indexing and mining streams,christos faloutsos,sigmod conference,2004,i,1.0,5390972920f70186a0dfacfb53e99a98b7602d970231120a
5390972920f70186a0dfacfa,"fast algorithms for time series with applications to finance, physics, music, biology, and other suspects","alberto lerner, dennis shasha, zhihua wang, xiaojian zhao, yunyue zhu",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,f,53e9b581b7602d97040c03b2,"fast algorithms for time series with applications to finance, physics, music, biology, and other suspects","alberto lerner, dennis shasha, zhihua wang, xiaojian zhao, yunyue zhu",sigmod conference,2004,f,1.0,5390972920f70186a0dfacfa53e9b581b7602d97040c03b2
5390972920f70186a0dfacf7,rethinking the conference reviewing process,"michael j franklin, jennifer widom, anastassia ailamaki, philip a bernstein, david dewitt, alon halevy, zachary ives, gerhard weikum",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,r,53e99924b7602d970215ef60,rethinking the conference reviewing process  panel,"michael j franklin, jennifer widom, gerhard weikum, philip a bernstein, alon y halevy, david j dewitt, anastassia ailamaki, zachary g ives",sigmod conference,2004,r,0.8333333333333334,5390972920f70186a0dfacf753e99924b7602d970215ef60
5390972920f70186a0dfacf5,bodhi a database habitat for biodiversity information,"srikanta j bedathur, abhijit kadlag, jayant r haritsa",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,b,53e9a281b7602d9702b88666,bodhi a database habitat for biodiversity information,"srikanta j bedathur, abhijit kadlag, jayant r haritsa",sigmod conference,2004,b,1.0,5390972920f70186a0dfacf553e9a281b7602d9702b88666
5390972920f70186a0dfacf0,a texquerybased xml fulltext search engine,"chavdar botev, sihem ameryahia, jayavel shanmugasundaram",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,a,53e9b1afb7602d9703c3a7c2,a texquerybased xml fulltext search engine,"chavdar botev, jayavel shanmugasundaram, sihem ameryahia",sigmod conference,2004,a,1.0,5390972920f70186a0dfacf053e9b1afb7602d9703c3a7c2
5390972920f70186a0dfacde,ordpaths insertfriendly xml node labels,"patrick oneil, elizabeth oneil, shankar pal, istvan cseri, gideon schaller, nigel westbury",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,o,53e9b4abb7602d9703fba31d,ordpaths insertfriendly xml node labels,"patrick e oneil, elizabeth j oneil, shankar pal, istvan cseri, gideon schaller, nigel westbury",sigmod conference,2004,o,1.0,5390972920f70186a0dfacde53e9b4abb7602d9703fba31d
