paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,index_df1,key,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,index_df2,common_authors,num_authors_df1,num_authors_df2,similarity_score,ID
5390972920f70186a0dfacda,requirements and policy challenges in highly secure environments,dean e hall,sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,51,1,53e9b844b7602d9704405a6d,requirements and policy challenges in highly secure environments,dean e hall,sigmod conference,2004,4774,{'dean e hall'},1,1,1.0,5390972920f70186a0dfacda53e9b844b7602d9704405a6drequirements and policy challenges in highly secure environmentsrequirements and policy challenges in highly secure environments
5390972920f70186a0dface9,load management and high availability in the medusa distributed stream processing system,"magdalena balazinska, hari balakrishnan, michael stonebraker",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,52,1,53e9b50bb7602d970403c777,load management and high availability in the medusa distributed stream processing system,"magdalena balazinska, hari balakrishnan, michael stonebraker",sigmod conference,2004,4356,"{'magdalena balazinska', 'hari balakrishnan', 'michael stonebraker'}",3,3,1.0,5390972920f70186a0dface953e9b50bb7602d970403c777load management and high availability in the medusa distributed stream processing systemload management and high availability in the medusa distributed stream processing system
5390972920f70186a0dfacea,streamon an adaptive engine for stream query processing,"shivnath babu, jennifer widom",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,53,1,53e9b091b7602d9703afbc94,streamon an adaptive engine for stream query processing,"shivnath babu, jennifer widom",sigmod conference,2004,4613,"{'jennifer widom', 'shivnath babu'}",2,2,1.0,5390972920f70186a0dfacea53e9b091b7602d9703afbc94streamon an adaptive engine for stream query processingstreamon an adaptive engine for stream query processing
5390972920f70186a0dface4,maids mining alarming incidents from data streams,"y dora cai, david clutter, greg pape, jiawei han, michael welge, loretta auvil",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,54,1,53e9a627b7602d9702f5406b,maids mining alarming incidents from data streams,"y dora cai, david clutter, greg pape, jiawei han, michael welge, loretta auvil",sigmod conference,2004,4339,"{'loretta auvil', 'david clutter', 'greg pape', 'jiawei han', 'y dora cai', 'michael welge'}",6,6,1.0,5390972920f70186a0dface453e9a627b7602d9702f5406bmaids mining alarming incidents from data streamsmaids mining alarming incidents from data streams
5390972920f70186a0dface8,webcam monitoring the dynamic web to respond to continual queries,"shaveen garg, krithi ramamritham, soumen chakrabarti",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,55,1,53e998f6b7602d9702130587,webcam monitoring the dynamic web to respond to continual queries,"shaveen garg, krithi ramamritham, soumen chakrabarti",sigmod conference,2004,4660,"{'shaveen garg', 'krithi ramamritham', 'soumen chakrabarti'}",3,3,1.0,5390972920f70186a0dface853e998f6b7602d9702130587webcam monitoring the dynamic web to respond to continual querieswebcam monitoring the dynamic web to respond to continual queries
5390972920f70186a0dface7,pipes a public infrastructure for processing and exploring streams,"jürgen krämer, bernhard seeger",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,56,1,53e9b2f5b7602d9703db51d5,pipes  a public infrastructure for processing and exploring streams,"jürgen krämer, bernhard seeger",sigmod conference,2004,4779,"{'jürgen krämer', 'bernhard seeger'}",2,2,1.0,5390972920f70186a0dface753e9b2f5b7602d9703db51d5pipes a public infrastructure for processing and exploring streamspipes  a public infrastructure for processing and exploring streams
5390972920f70186a0dface6,datamime,"masum serazi, vasily malakhov, dongmei ren, amal perera, imad rahal, weihua wu, qiang ding, fei pan, william perrizo",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,57,1,53e99785b7602d9701f414b8,datamime,"masum serazi, amal perera, qiang ding, vasiliy malakhov, imad rahal, fei pan, dongmei ren, weihua wu, william perrizo",sigmod conference,2004,4217,"{'qiang ding', 'imad rahal', 'amal perera', 'weihua wu', 'dongmei ren', 'masum serazi', 'william perrizo', 'fei pan'}",9,9,0.9845360824742267,5390972920f70186a0dface653e99785b7602d9701f414b8datamimedatamime
5390972920f70186a0dfacf3,lexequal multilexical matching operator in sql,"a kumaran, jayant r haritsa",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,58,1,53e9a210b7602d9702b16118,lexequal multilexical matching operator in sql,"a kumaran, jayant r haritsa",sigmod conference,2004,3818,"{'a kumaran', 'jayant r haritsa'}",2,2,1.0,5390972920f70186a0dfacf353e9a210b7602d9702b16118lexequal multilexical matching operator in sqllexequal multilexical matching operator in sql
5390972920f70186a0dfacf2,managing healthcare data hippocratically,"rakesh agrawal, ameet kini, kristen lefevre, amy wang, yirong xu, diana zhou",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,59,1,53e99a62b7602d97022ce2ad,managing healthcare data hippocratically,"rakesh agrawal, ameet kini, kristen lefevre, amy wang, yirong xu, diana zhou",sigmod conference,2004,4331,"{'kristen lefevre', 'ameet kini', 'diana zhou', 'yirong xu', 'amy wang', 'rakesh agrawal'}",6,6,1.0,5390972920f70186a0dfacf253e99a62b7602d97022ce2admanaging healthcare data hippocraticallymanaging healthcare data hippocratically
5390972920f70186a0dfacf9,security of shared data in large systems state of the art and research directions,"arnon rosenthal, marianne winslett",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,61,1,53e9bc96b7602d970491374f,security of shared data in large systems state of the art and research directions,"arnon rosenthal, marianne winslett",sigmod conference,2004,4346,"{'arnon rosenthal', 'marianne winslett'}",2,2,1.0,5390972920f70186a0dfacf953e9bc96b7602d970491374fsecurity of shared data in large systems state of the art and research directionssecurity of shared data in large systems state of the art and research directions
5390972920f70186a0dface5,façade a fast and effective approach to the discovery of dense clusters in noisy spatial data,"yu qian, gang zhang, kang zhang",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,63,1,53e9b45eb7602d9703f59be1,façade a fast and effective approach to the discovery of dense clusters in noisy spatial data,"yu qian, gang zhang, kang zhang",sigmod conference,2004,4358,"{'gang zhang', 'kang zhang', 'yu qian'}",3,3,1.0,5390972920f70186a0dface553e9b45eb7602d9703f59be1façade a fast and effective approach to the discovery of dense clusters in noisy spatial datafaçade a fast and effective approach to the discovery of dense clusters in noisy spatial data
5390972920f70186a0dfacf6,camas a citizen awareness system for crisis mitigation,"sharad mehrotra, carter butts, dmitri v kalashnikov, nalini venkatasubramanian, kemal altintas, ram hariharan, haimin lee, yiming ma, amnon myers, jehan wickramasuriya, ron eguchi, charles huyck",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,65,1,53e9aff4b7602d9703a4b43e,camas a citizen awareness system for crisis mitigation,"sharad mehrotra, carter t butts, dmitri v kalashnikov, nalini venkatasubramanian, kemal altintas, ramaswamy hariharan, haimin lee, yiming ma, amnon meyers, jehan wickramasuriya, ron eguchi, charles huyck",sigmod conference,2004,4374,"{'charles huyck', 'dmitri v kalashnikov', 'sharad mehrotra', 'haimin lee', 'yiming ma', 'nalini venkatasubramanian', 'jehan wickramasuriya', 'kemal altintas', 'ron eguchi'}",12,12,0.9786982248520709,5390972920f70186a0dfacf653e9aff4b7602d9703a4b43ecamas a citizen awareness system for crisis mitigationcamas a citizen awareness system for crisis mitigation
5390972920f70186a0dface1,knocking the door to the deep web integrating web query interfaces,"bin he, zhen zhang, kevin chenchuan chang",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,66,1,53e9b884b7602d9704452a4d,knocking the door to the deep web integration of web query interfaces,"bin he, zhen zhang, kevin chenchuan chang",sigmod conference,2004,4329,"{'bin he', 'kevin chenchuan chang', 'zhen zhang'}",3,3,0.8090909090909091,5390972920f70186a0dface153e9b884b7602d9704452a4dknocking the door to the deep web integrating web query interfacesknocking the door to the deep web integration of web query interfaces
5390972920f70186a0dfacdf,declarative specification of web applications exploiting web services and workflows,"marco brambilla, stefano ceri, sara comai, marco dario, piero fraternali, ioana manolescu",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,67,1,53e9a7feb7602d970313d4d5,declarative specification of web applications exploiting web services and workflows,"marco brambilla, stefano ceri, sara comai, marco dario, piero fraternali, ioana manolescu",sigmod conference,2004,4780,"{'stefano ceri', 'marco dario', 'ioana manolescu', 'marco brambilla', 'sara comai', 'piero fraternali'}",6,6,1.0,5390972920f70186a0dfacdf53e9a7feb7602d970313d4d5declarative specification of web applications exploiting web services and workflowsdeclarative specification of web applications exploiting web services and workflows
5390972920f70186a0dface0,yoohoo building a presence service with xquery and wsdl,"mary fernández, nicola onose, jérôme siméon",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,68,1,53e9b9a6b7602d97045987b1,yoohoo building a presence service with xquery and wsdl,"mary f fernández, nicola onose, jérôme siméon",sigmod conference,2004,3639,"{'nicola onose', 'jérôme siméon'}",3,3,0.9930232558139533,5390972920f70186a0dface053e9b9a6b7602d97045987b1yoohoo building a presence service with xquery and wsdlyoohoo building a presence service with xquery and wsdl
5390972920f70186a0dfacc5,efficient set joins on similarity predicates,"sunita sarawagi, alok kirpal",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,69,1,53e99ef4b7602d97027c1f5f,efficient set joins on similarity predicates,"sunita sarawagi, alok kirpal",sigmod conference,2004,3947,"{'sunita sarawagi', 'alok kirpal'}",2,2,1.0,5390972920f70186a0dfacc553e99ef4b7602d97027c1f5fefficient set joins on similarity predicatesefficient set joins on similarity predicates
5390972920f70186a0dfacdd,xml in the middle xquery in the weblogic platform,michael j carey,sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,70,1,53e99cdfb7602d9702592a9f,xml in the middle xquery in the weblogic platform,michael j carey,sigmod conference,2004,4210,{'michael j carey'},1,1,1.0,5390972920f70186a0dfacdd53e99cdfb7602d9702592a9fxml in the middle xquery in the weblogic platformxml in the middle xquery in the weblogic platform
5390972920f70186a0dfacdc,serviceoriented bi towards tight integration of business intelligence into operational applications,"marcus dill, achim kraiss, stefan sigg, thomas zurek",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,71,1,53e9a3d4b7602d9702ce7a34,serviceoriented bi towards tight integration of business intelligence into operational applications,"marcus dill, achim kraiss, stefan sigg, thomas zurek",sigmod conference,2004,4945,"{'thomas zurek', 'marcus dill', 'achim kraiss', 'stefan sigg'}",4,4,1.0,5390972920f70186a0dfacdc53e9a3d4b7602d9702ce7a34serviceoriented bi towards tight integration of business intelligence into operational applicationsserviceoriented bi towards tight integration of business intelligence into operational applications
5390972920f70186a0dfacdb,information assurance technical challenges,nicholas j multari,sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,72,1,53e99a98b7602d9702311bb6,information assurance technology challenges,nicholas j multari,sigmod conference,2004,3934,{'nicholas j multari'},1,1,0.72,5390972920f70186a0dfacdb53e99a98b7602d9702311bb6information assurance technical challengesinformation assurance technology challenges
5390972920f70186a0dfacd9,dbswitch towards a database utility,"shaul dar, gil hecht, eden shochat",sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,73,1,53e9abbeb7602d970356de2c,dbswitch  towards a database utility,"shaul dar, gil hecht, eden shochat",sigmod conference,2004,3622,"{'gil hecht', 'shaul dar', 'eden shochat'}",3,3,1.0,5390972920f70186a0dfacd953e9abbeb7602d970356de2cdbswitch towards a database utilitydbswitch  towards a database utility
5390972920f70186a0dfacd8,modeldriven business ui based on maps,per bendsen,sigmod 04 proceedings of the 2004 acm sigmod international conference on management of data,2004,74,1,53e9a5afb7602d9702edaae3,modeldriven business ui based on maps,per bendsen,sigmod conference,2004,4373,{'per bendsen'},1,1,1.0,5390972920f70186a0dfacd853e9a5afb7602d9702edaae3modeldriven business ui based on mapsmodeldriven business ui based on maps
