paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,bucket_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,bucket_df2,similarity_score,ID
53909f8c20f70186a0e3fe62,supporting topk join queries in relational databases,"ihab f ilyas, walid g aref, ahmed k elmagarmid",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9afcdb7602d9703a21cb7,supporting topk join queries in relational databases,"ihab f ilyas, walid g aref, ahmed k elmagarmid",vldb,2003,0,1.0,53909f8c20f70186a0e3fe6253e9afcdb7602d9703a21cb7
53909f8c20f70186a0e3fe89,chameleon an extensible and customizable tool for web data translation,"riccardo torlone, paolo atzeni",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9a89bb7602d97031e9380,chameleon an extensible and customizable tool for web data translation,"riccardo torlone, paolo atzeni",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8953e9a89bb7602d97031e9380
53909f8c20f70186a0e3fe77,the beaxqrl streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan, geetika agrawal",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b30ab7602d9703dd0dc1,the beaxqrl streaming xquery processor,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j carey, arvind sundararajan, geetika agrawal",vldb,2003,0,1.0,53909f8c20f70186a0e3fe7753e9b30ab7602d9703dd0dc1
53909f8c20f70186a0e3fe81,xcerpt and visxcerpt from patternbased to visual querying of xml and semistructured data,"sacha berger, françois bry, sebastian schaffert, christoph wieser",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b109b7602d9703b89a8a,xcerpt and visxcerpt from patternbased to visual querying of xml and semistructured data,"sacha berger, françois bry, sebastian schaffert, christoph wieser",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8153e9b109b7602d9703b89a8a
53909f8c20f70186a0e3fe8a,"nexusscout an advanced locationbased application on a distributed, open mediation platform","daniela nicklas, matthias grossmann, thomas schwarz",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b01db7602d9703a79552,"nexusscout an advanced locationbased application on a distributed, open mediation platform","daniela nicklas, matthias großmann, thomas schwarz",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8a53e9b01db7602d9703a79552
53909f8c20f70186a0e3fe8b,schemadriven customization of web services,"s abiteboul, b amann, j baumgarten, o benjelloun, f dang ngoc, t milo",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9a1fab7602d9702afc679,schemadriven customization of web services,"serge abiteboul, bernd amann, jérôme baumgarten, omar benjelloun, frederic dang ngoc, tova milo",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8b53e9a1fab7602d9702afc679
53909f8c20f70186a0e3fe8c,bibfinderstatminer effectively mining and using coverage and overlap statistics in data integration,"zaiqing nie, subbarao kambhampati, thomas hernandez",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9a682b7602d9702fb5f2a,bibfinderstatminer effectively mining and using coverage and overlap statistics in data integration,"zaiqing nie, subbarao kambhampati, thomas hernandez",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8c53e9a682b7602d9702fb5f2a
53909f8c20f70186a0e3fe75,a platform based on the multidimensional data modal for analysis of biomolecular structures,"srinath srinivasa, sujit kumar",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b373b7602d9703e522c1,a platform based on the multidimensional data model for analysis of biomolecular structures,"srinath srinivasa, sujit kumar",vldb,2003,0,0.8571428571428571,53909f8c20f70186a0e3fe7553e9b373b7602d9703e522c1
53909f8c20f70186a0e3fe6e,controlling access to published data using cryptography,"gerome miklau, dan suciu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b9e7b7602d97045e1a7d,controlling access to published data using cryptography,"gerome miklau, dan suciu",vldb,2003,0,1.0,53909f8c20f70186a0e3fe6e53e9b9e7b7602d97045e1a7d
53909f8c20f70186a0e3fe92,an interpolated volume data model,"tianqiu wang, simone santini, amarnath gupta",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9ab4fb7602d97034df792,an interpolated volume data model,"tianqiu wang, simone santini, amarnath gupta",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9253e9ab4fb7602d97034df792
53909f8c20f70186a0e3fe8e,from focused crawling to expert information an application framework for web exploration and portal generation,"sergej sizov, jens graupmann, martin theobald",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9a317b7602d9702c2071d,from focused crawling to expert information an application framework for web exploration and portal generation,"sergej sizov, jens graupmann, martin theobald",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8e53e9a317b7602d9702c2071d
53909f8c20f70186a0e3fe93,efficacious data cube exploration by semantic summarization and compression,"laks v s lakshmanan, jian pei, yan zhao",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9adc8b7602d97037d1690,efficacious data cube exploration by semantic summarization and compression,"laks v s lakshmanan, jian pei, yan zhao",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9353e9adc8b7602d97037d1690
53909f8c20f70186a0e3fe83,managing distributed workspaces with active xml,"serge abiteboul, jérôme baumgarten, angela bonifati, grégory cobéna, cosmin cremarenco, florin dragan, ioana manolescu, tova milo, nicoleta preda",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9a4e4b7602d9702e05704,managing distributed workspaces with active xml,"serge abiteboul, jérôme baumgarten, angela bonifati, gregory cobena, cosmin cremarenco, florin dragan, ioana manolescu, tova milo, nicoleta preda",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8353e9a4e4b7602d9702e05704
53909f8c20f70186a0e3fe97,"largescale, standardsbased earth observation imagery and web mapping services",peter baumann,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b954b7602d9704542119,"largescale, standardsbased earth observation imagery and web mapping services",peter baumann,vldb,2003,0,1.0,53909f8c20f70186a0e3fe9753e9b954b7602d9704542119
53909f8c20f70186a0e3fe96,irisnet an architecture for internetscale sensing services,"suman nath, amol deshpande, yan ke, phillip b gibbons, brad karp, srinivasan seshan",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e99c52b7602d9702500576,irisnet an architecture for internetscale sensing services,"suman nath, amol deshpande, yan ke, phillip b gibbons, brad karp, srinivasan seshan",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9653e99c52b7602d9702500576
53909f8c20f70186a0e3fe9c,"constructing and integrating datacentric web applications methods, tools, and techniques","stefano ceri, ioana manolescu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e99f63b7602d9702832e80,"constructing and integrating datacentric web applications methods, tools, and techniques","stefano ceri, ioana manolescu",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9c53e99f63b7602d9702832e80
53909f8c20f70186a0e3fe98,privacyenhanced data management for nextgeneration ecommerce,"chris clifton, irini fundulaki, richard hull, bharat kumar, daniel lieuwen, arnaud sahuguet",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b802b7602d97043b82e0,privacyenhanced data management for nextgeneration ecommerce,"chris clifton, irini fundulaki, richard hull, bharat kumar, daniel f lieuwen, arnaud sahuguet",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9853e9b802b7602d97043b82e0
53909f8c20f70186a0e3fe8f,cacheportal ii acceleration of very large scale data centerhosted databasedriven web applications,"wensyan li, oliver po, wangpin hsiung, k selçuk candan, divyakant agrawal, yusuf akca, kunihiro taniguchi",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b403b7602d9703ef8825,cacheportal ii acceleration of very large scale data centerhosted databasedriven web applications,"wensyan li, oliver po, wangpin hsiung, k selçuk candan, divyakant agrawal, yusuf akca, kunihiro taniguchi",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8f53e9b403b7602d9703ef8825
53909f8c20f70186a0e3fe65,the tprtree an optimized spatiotemporal access method for predictive queries,"yufei tao, dimitris papadias, jimeng sun",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b56cb7602d97040a42d2,the tprtree an optimized spatiotemporal access method for predictive queries,"yufei tao, dimitris papadias, jimeng sun",vldb,2003,0,1.0,53909f8c20f70186a0e3fe6553e9b56cb7602d97040a42d2
53909f8c20f70186a0e3fe57,the ndtree a dynamic indexing technique for multidimensional nonordered discrete data spaces,"gang qian, qiang zhu, qiang xue, sakti pramanik",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b4c4b7602d9703fe19f2,the ndtree a dynamic indexing technique for multidimensional nonordered discrete data spaces,"gang qian, qiang zhu, qiang xue, sakti pramanik",vldb,2003,0,1.0,53909f8c20f70186a0e3fe5753e9b4c4b7602d9703fe19f2
53909f8c20f70186a0e3fe66,query processing in spatial network databases,"dimitris papadias, jun zhang, nikos mamoulis, yufei tao",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b4b4b7602d9703fcbc3d,query processing in spatial network databases,"dimitris papadias, jun zhang 0005, nikos mamoulis, yufei tao",vldb,2003,0,1.0,53909f8c20f70186a0e3fe6653e9b4b4b7602d9703fcbc3d
53909f8c20f70186a0e3fe85,a system for keyword proximity search on xml databases,"andrey balmin, vagelis hristidis, nick koudas, yannis papakonstantinou, divesh srivastava, tianqiu wang",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b699b7602d970420d8f8,a system for keyword proximity search on xml databases,"andrey balmin, vagelis hristidis, nick koudas, yannis papakonstantinou, divesh srivastava, tianqiu wang",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8553e9b699b7602d970420d8f8
53909f8c20f70186a0e3fe56,supporting frequent updates in rtrees a bottomup approach,"mong li lee, wynne hsu, christian s jensen, bin cui, keng lik teo",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e99d4bb7602d97025ff767,supporting frequent updates in rtrees a bottomup approach,"mongli lee, wynne hsu, christian s jensen, bin cui, keng lik teo",vldb,2003,0,1.0,53909f8c20f70186a0e3fe5653e99d4bb7602d97025ff767
53909f8c20f70186a0e3fe86,xissr xml indexing and storage system using rdbms,"philip j harding, quanzhong li, bongki moon",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9ada5b7602d97037a57ed,xissr xml indexing and storage system using rdbms,"philip j harding, quanzhong li, bongki moon",vldb,2003,0,1.0,53909f8c20f70186a0e3fe8653e9ada5b7602d97037a57ed
53909f8c20f70186a0e3fe5e,lachesis robust database storage management based on devicespecific performance characteristics,"jiri schindler, anastassia ailamaki, gregory r ganger",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b83fb7602d97043fafc2,lachesis robust database storage management based on devicespecific performance characteristics,"jiri schindler, anastassia ailamaki, gregory r ganger",vldb,2003,0,1.0,53909f8c20f70186a0e3fe5e53e9b83fb7602d97043fafc2
53909f8c20f70186a0e3fe6a,efficient irstyle keyword search over relational databases,"vagelis hristidis, luis gravano, yannis papakonstantinou",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9bd87b7602d9704a2f764,efficient irstyle keyword search over relational databases,"vagelis hristidis, luis gravano, yannis papakonstantinou",vldb,2003,0,1.0,53909f8c20f70186a0e3fe6a53e9bd87b7602d9704a2f764
53909f8c20f70186a0e3fe95,chipsecured data access reconciling access rights with data encryption,"luc bouganim, françois dang ngoc, philippe pucheral, lilan wu",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9a52cb7602d9702e4eaeb,chipsecured data access reconciling access rights with data encryption,"luc bouganim, françois dang ngoc, philippe pucheral, lilan wu",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9553e9a52cb7602d9702e4eaeb
53909f8c20f70186a0e3fe9a,data stream query processing a tutorial,"nick koudas, divesh srivastava",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9b8cdb7602d97044b07a0,data stream query processing a tutorial,"nick koudas, divesh srivastava",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9a53e9b8cdb7602d97044b07a0
53909f8c20f70186a0e3fe9b,grid data management systems  services,"arun jagatheesan, reagan moore, norman w paton, paul watson",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9a81fb7602d9703166b36,grid data management systems  services,"arun jagatheesan, reagan moore, norman w paton, paul watson",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9b53e9a81fb7602d9703166b36
53909f8c20f70186a0e3fe94,quiet continuous querydriven index tuning,"kaiuwe sattler, ingolf geist, eike schallehn",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9bb3db7602d9704779b65,quiet continuous querydriven index tuning,"kaiuwe sattler, ingolf geist, eike schallehn",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9453e9bb3db7602d9704779b65
53909f8c20f70186a0e3fe99,the semantic web semantics for data on the web,"stefan decker, vipul kashyap",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9abebb7602d97035a8555,the semantic web semantics for data on the web,"stefan decker, vipul kashyap",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9953e9abebb7602d97035a8555
53909f8c20f70186a0e3fe90,atlas a small but complete sql extension for data mining and data streams,"haixun wang, carlo zaniolo, chang richard luo",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,0,53e9a0a6b7602d970298f3c0,atlas a small but complete sql extension for data mining and data streams,"haixun wang, carlo zaniolo, chang luo",vldb,2003,0,1.0,53909f8c20f70186a0e3fe9053e9a0a6b7602d970298f3c0
