paper ID_df1,paper title_df1,author names_df1,publication venue_df1,year of publication_df1,Unnamed: 5_df1,paper ID_df2,paper title_df2,author names_df2,publication venue_df2,year of publication_df2,Unnamed: 5_df2,jaccard_similarity,ID
5390882d20f70186a0d8daa3,Efficient integration and aggregation of historical information,"Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9bd38b7602d97049c8d35,Efficient integration and aggregation of historical information.,"Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",SIGMOD Conference,2002,,0.75,5390882d20f70186a0d8daa353e9bd38b7602d97049c8d35Efficient integration and aggregation of historical informationEfficient integration and aggregation of historical information.
5390882d20f70186a0d8daa9,Efficient evaluation of queries in a mediator for WebSources,"Vladimir Zadorozhny, Louiqa Raschid, Maria Esther Vidal, Tolga Urhan, Laura Bright",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9acf0b7602d97036d0dd2,Efficient evaluation of queries in a mediator for WebSources.,"Vladimir Zadorozhny, Louiqa Raschid, Maria-Esther Vidal, Tolga Urhan, Laura Bright",SIGMOD Conference,2002,,0.8,5390882d20f70186a0d8daa953e9acf0b7602d97036d0dd2Efficient evaluation of queries in a mediator for WebSourcesEfficient evaluation of queries in a mediator for WebSources.
5390882d20f70186a0d8daa8,Best-effort cache synchronization with source cooperation,"Chris Olston, Jennifer Widom",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9a1fbb7602d9702afe063,Best-effort cache synchronization with source cooperation.,"Chris Olston, Jennifer Widom",SIGMOD Conference,2002,,0.7142857142857143,5390882d20f70186a0d8daa853e9a1fbb7602d9702afe063Best-effort cache synchronization with source cooperationBest-effort cache synchronization with source cooperation.
5390882d20f70186a0d8daa5,Rate-based query optimization for streaming information sources,"Stratis D. Viglas, Jeffrey F. Naughton",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9a7f1b7602d9703132dca,Rate-based query optimization for streaming information sources.,"Stratis Viglas, Jeffrey F. Naughton",SIGMOD Conference,2002,,0.75,5390882d20f70186a0d8daa553e9a7f1b7602d9703132dcaRate-based query optimization for streaming information sourcesRate-based query optimization for streaming information sources.
5390882d20f70186a0d8daae,Implementing database operations using SIMD instructions,"Jingren Zhou, Kenneth A. Ross",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9ad8db7602d97037825e7,Implementing database operations using SIMD instructions.,"Jingren Zhou, Kenneth A. Ross",SIGMOD Conference,2002,,0.7142857142857143,5390882d20f70186a0d8daae53e9ad8db7602d97037825e7Implementing database operations using SIMD instructionsImplementing database operations using SIMD instructions.
5390882d20f70186a0d8dab2,QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b3f6b7602d9703ee8540,QURSED: querying and reporting semistructured data.,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002,,0.7142857142857143,5390882d20f70186a0d8dab253e9b3f6b7602d9703ee8540QURSED: querying and reporting semistructured dataQURSED: querying and reporting semistructured data.
5390882d20f70186a0d8dab1,StatiX: making XML count,"Juliana Freire, Jayant R. Haritsa, Maya Ramanath, Prasan Roy, Jérôme Siméon",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e99b16b7602d97023a7500,StatiX: making XML count.,"Juliana Freire, Jayant R. Haritsa, Maya Ramanath, Prasan Roy, Jérôme Siméon",SIGMOD Conference,2002,,0.6,5390882d20f70186a0d8dab153e99b16b7602d97023a7500StatiX: making XML countStatiX: making XML count.
5390882d20f70186a0d8daa6,Continuously adaptive continuous queries over streams,"Samuel Madden, Mehul Shah, Joseph M. Hellerstein, Vijayshankar Raman",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9aa57b7602d97033c7c24,Continuously adaptive continuous queries over streams.,"Samuel Madden, Mehul A. Shah, Joseph M. Hellerstein, Vijayshankar Raman",SIGMOD Conference,2002,,0.7142857142857143,5390882d20f70186a0d8daa653e9aa57b7602d97033c7c24Continuously adaptive continuous queries over streamsContinuously adaptive continuous queries over streams.
5390882d20f70186a0d8dab5,Workflow management with service quality guarantees,"Michael Gillmann, Gerhard Weikum, Wolfgang Wonner",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9ac33b7602d97035fcb94,Workflow management with service quality guarantees.,"Michael Gillmann, Gerhard Weikum, Wolfgang Wonner",SIGMOD Conference,2002,,0.7142857142857143,5390882d20f70186a0d8dab553e9ac33b7602d97035fcb94Workflow management with service quality guaranteesWorkflow management with service quality guarantees.
5390882d20f70186a0d8daa4,An adaptive peer-to-peer network for distributed caching of OLAP results,"Panos Kalnis, Wee Siong Ng, Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9a841b7602d970318b89c,An adaptive peer-to-peer network for distributed caching of OLAP results.,"Panos Kalnis, Wee Siong Ng, Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan",SIGMOD Conference,2002,,0.8181818181818182,5390882d20f70186a0d8daa453e9a841b7602d970318b89cAn adaptive peer-to-peer network for distributed caching of OLAP resultsAn adaptive peer-to-peer network for distributed caching of OLAP results.
5390882d20f70186a0d8dabb,Efficient algorithms for minimizing tree pattern queries,Prakash Ramanan,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9bae6b7602d97047129f6,Efficient algorithms for minimizing tree pattern queries.,Prakash Ramanan,SIGMOD Conference,2002,,0.75,5390882d20f70186a0d8dabb53e9bae6b7602d97047129f6Efficient algorithms for minimizing tree pattern queriesEfficient algorithms for minimizing tree pattern queries.
5390882d20f70186a0d8dab8,Exploiting statistics on query expressions for optimization,"Nicolas Bruno, Surajit Chaudhuri",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b30ab7602d9703dd20e6,Exploiting statistics on query expressions for optimization.,"Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2002,,0.75,5390882d20f70186a0d8dab853e9b30ab7602d9703dd20e6Exploiting statistics on query expressions for optimizationExploiting statistics on query expressions for optimization.
5390882d20f70186a0d8dab7,A scalable hash ripple join algorithm,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9bb1db7602d970475ac9e,A scalable hash ripple join algorithm.,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",SIGMOD Conference,2002,,0.7142857142857143,5390882d20f70186a0d8dab753e9bb1db7602d970475ac9eA scalable hash ripple join algorithmA scalable hash ripple join algorithm.
5390882d20f70186a0d8dabd,Efficient k-NN search on vertically decomposed data,"Arjen P. de Vries, Nikos Mamoulis, Niels Nes, Martin Kersten",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9afdbb7602d9703a2ff95,Efficient k-NN search on vertically decomposed data.,"Arjen P. de Vries, Nikos Mamoulis, Niels Nes, Martin L. Kersten",SIGMOD Conference,2002,,0.75,5390882d20f70186a0d8dabd53e9afdbb7602d9703a2ff95Efficient k-NN search on vertically decomposed dataEfficient k-NN search on vertically decomposed data.
5390882d20f70186a0d8dab6,"Mining database structure; or, how to build a data quality browser","Tamraparni Dasu, Theodore Johnson, S. Muthukrishnan, Vladislav Shkapenyuk",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9ac55b7602d9703627eab,"Mining database structure; or, how to build a data quality browser.","Tamraparni Dasu, Theodore Johnson, S. Muthukrishnan, Vladislav Shkapenyuk",SIGMOD Conference,2002,,0.8333333333333334,"5390882d20f70186a0d8dab653e9ac55b7602d9703627eabMining database structure; or, how to build a data quality browserMining database structure; or, how to build a data quality browser."
5390882d20f70186a0d8daab,Accelerating XPath location steps,Torsten Grust,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e99a56b7602d97022bc9b1,Accelerating XPath location steps.,Torsten Grust,SIGMOD Conference,2002,,0.6,5390882d20f70186a0d8daab53e99a56b7602d97022bc9b1Accelerating XPath location stepsAccelerating XPath location steps.
5390882d20f70186a0d8dac7,Selectivity estimation for spatio-temporal queries to moving objects,"Yong-Jin Choi, Chin-Wan Chung",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b275b7602d9703d1738f,Selectivity estimation for spatio-temporal queries to moving objects.,"Yong-Jin Choi, Chin-Wan Chung",SIGMOD Conference,2002,,0.7777777777777778,5390882d20f70186a0d8dac753e9b275b7602d9703d1738fSelectivity estimation for spatio-temporal queries to moving objectsSelectivity estimation for spatio-temporal queries to moving objects.
5390882d20f70186a0d8dac0,Statistical synopses for graph-structured XML databases,"Neoklis Polyzotis, Minos Garofalakis",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e99fc9b7602d97028a38ae,Statistical synopses for graph-structured XML databases.,"Neoklis Polyzotis, Minos N. Garofalakis",SIGMOD Conference,2002,,0.7142857142857143,5390882d20f70186a0d8dac053e99fc9b7602d97028a38aeStatistical synopses for graph-structured XML databasesStatistical synopses for graph-structured XML databases.
5390882d20f70186a0d8dac3,Clustering by pattern similarity in large data sets,"Haixun Wang, Wei Wang, Jiong Yang, Philip S. Yu",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b2dbb7602d9703d9158f,Clustering by pattern similarity in large data sets.,"Haixun Wang, Wei Wang 0010, Jiong Yang, Philip S. Yu",SIGMOD Conference,2002,,0.7777777777777778,5390882d20f70186a0d8dac353e9b2dbb7602d9703d9158fClustering by pattern similarity in large data setsClustering by pattern similarity in large data sets.
5390882d20f70186a0d8dab3,Storing and querying ordered XML using a relational database system,"Igor Tatarinov, Stratis D. Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9a3c7b7602d9702cd90f5,Storing and querying ordered XML using a relational database system.,"Igor Tatarinov, Stratis Viglas, Kevin S. Beyer, Jayavel Shanmugasundaram, Eugene J. Shekita, Chun Zhang",SIGMOD Conference,2002,,0.8181818181818182,5390882d20f70186a0d8dab353e9a3c7b7602d9702cd90f5Storing and querying ordered XML using a relational database systemStoring and querying ordered XML using a relational database system.
5390882d20f70186a0d8dad0,Efficient execution of joins in a star schema,Andreas Weininger,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b3f6b7602d9703ee5bae,Efficient execution of joins in a star schema.,Andreas Weininger,SIGMOD Conference,2002,,0.7777777777777778,5390882d20f70186a0d8dad053e9b3f6b7602d9703ee5baeEfficient execution of joins in a star schemaEfficient execution of joins in a star schema.
5390882d20f70186a0d8dab4,Executing SQL over encrypted data in the database-service-provider model,"Hakan Hacigümüş, Bala Iyer, Chen Li, Sharad Mehrotra",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b098b7602d9703b00038,Executing SQL over encrypted data in the database-service-provider model.,"Hakan Hacigümüs, Balakrishna R. Iyer, Chen Li, Sharad Mehrotra",SIGMOD Conference,2002,,0.8,5390882d20f70186a0d8dab453e9b098b7602d9703b00038Executing SQL over encrypted data in the database-service-provider modelExecuting SQL over encrypted data in the database-service-provider model.
5390882d20f70186a0d8daca,Wavelet synopses with error guarantees,"Minos Garofalakis, Phillip B. Gibbons",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b2c6b7602d9703d6f1b0,Wavelet synopses with error guarantees.,"Minos N. Garofalakis, Phillip B. Gibbons",SIGMOD Conference,2002,,0.6666666666666666,5390882d20f70186a0d8daca53e9b2c6b7602d9703d6f1b0Wavelet synopses with error guaranteesWavelet synopses with error guarantees.
5390882d20f70186a0d8dad4,"TPC-DS, taking decision support benchmarking to the next level","Meikel Poess, Bryan Smith, Lubor Kollar, Paul Larson",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9babab7602d97046e6b56,"TPC-DS, taking decision support benchmarking to the next level.","Meikel Pöss, Bryan Smith, Lubor Kollár, Per-Åke Larson",SIGMOD Conference,2002,,0.8,"5390882d20f70186a0d8dad453e9babab7602d97046e6b56TPC-DS, taking decision support benchmarking to the next levelTPC-DS, taking decision support benchmarking to the next level."
5390882d20f70186a0d8dad5,Mid-tier caching: the TimesTen approach, The TimesTen Team,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9a396b7602d9702ca8ec1,Mid-tier caching: the TimesTen approach.,Times-Ten Team,SIGMOD Conference,2002,,0.6666666666666666,5390882d20f70186a0d8dad553e9a396b7602d9702ca8ec1Mid-tier caching: the TimesTen approachMid-tier caching: the TimesTen approach.
5390882d20f70186a0d8dac4,Mining long sequential patterns in a noisy environment,"Jiong Yang, Wei Wang, Philip S. Yu, Jiawei Han",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b8eeb7602d97044d1c33,Mining long sequential patterns in a noisy environment.,"Jiong Yang, Wei Wang 0010, Philip S. Yu, Jiawei Han",SIGMOD Conference,2002,,0.7777777777777778,5390882d20f70186a0d8dac453e9b8eeb7602d97044d1c33Mining long sequential patterns in a noisy environmentMining long sequential patterns in a noisy environment.
5390882d20f70186a0d8dad2,Automating physical database design in a parallel database,"Jun Rao, Chun Zhang, Nimrod Megiddo, Guy Lohman",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9ad81b7602d9703774a89,Automating physical database design in a parallel database.,"Jun Rao, Chun Zhang, Nimrod Megiddo, Guy M. Lohman",SIGMOD Conference,2002,,0.875,5390882d20f70186a0d8dad253e9ad81b7602d9703774a89Automating physical database design in a parallel databaseAutomating physical database design in a parallel database.
5390882d20f70186a0d8dad8,DBCache: database caching for web application servers,"Mehmet Altinel, Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Bruce G. Lindsay, Honguk Woo, Larry Brown",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9b740b7602d97042dbd07,DBCache: database caching for web application servers.,"Mehmet Altinel, Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Bruce G. Lindsay 0001, Honguk Woo, Larry Brown",SIGMOD Conference,2002,,0.75,5390882d20f70186a0d8dad853e9b740b7602d97042dbd07DBCache: database caching for web application serversDBCache: database caching for web application servers.
5390882d20f70186a0d8dada,Rainbow: mapping-driven XQuery processing system,"Xin Zhang, Mukesh Mulchandani, Steffen Christ, Brian Murphy, Elke A. Rundensteiner",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9a8ffb7602d970324e54a,Rainbow: mapping-driven XQuery processing system.,"Xin Zhang 0002, Mukesh Mulchandani, Steffen Christ, Brian Murphy, Elke A. Rundensteiner",SIGMOD Conference,2002,,0.6666666666666666,5390882d20f70186a0d8dada53e9a8ffb7602d970324e54aRainbow: mapping-driven XQuery processing systemRainbow: mapping-driven XQuery processing system.
5390882d20f70186a0d8dace,Garlic: a new flavor of federated query processing for DB2,"Vanja Josifovski, Peter Schwarz, Laura Haas, Eileen Lin",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,,53e9bcd9b7602d970495fadd,Garlic: a new flavor of federated query processing for DB2.,"Vanja Josifovski, Peter M. Schwarz, Laura M. Haas, Eileen Tien Lin",SIGMOD Conference,2002,,0.8181818181818182,5390882d20f70186a0d8dace53e9bcd9b7602d970495faddGarlic: a new flavor of federated query processing for DB2Garlic: a new flavor of federated query processing for DB2.
