paper ID,paper title,author names,publication venue,year of publication,index
53909f6920f70186a0e3a996,coma a system for flexible combination of schema matching approaches,"honghai do, erhard rahm",vldb 02 proceedings of the 28th international conference on very large data bases,2002,359
53909f6920f70186a0e3a9a9,dtddirected publishing with attribute translation grammars,"michael benedikt, chee yong chan, wenfei fan, rajeev rastogi, shihui zheng, aoying zhou",vldb 02 proceedings of the 28th international conference on very large data bases,2002,362
53909f6920f70186a0e3a9aa,a multiversion cache replacement and prefetching policy for hybrid data delivery environments,"andré seifert, marc h scholl",vldb 02 proceedings of the 28th international conference on very large data bases,2002,363
53909f6920f70186a0e3a9a7,reverse nearest neighbor aggregates over data streams,"flip korn, s muthukrishnan, divesh srivastava",vldb 02 proceedings of the 28th international conference on very large data bases,2002,365
53909f6920f70186a0e3a9a8,tree pattern aggregation for scalable xml data dissemination,"cheeyong chan, wenfei fan, pascal felber, minos garofalakis, rajeev rastogi",vldb 02 proceedings of the 28th international conference on very large data bases,2002,367
53909f6920f70186a0e3a98f,maintaining coherency of dynamic data in cooperating repositories,"shetal shah, krithi ramamritham, prashant shenoy",vldb 02 proceedings of the 28th international conference on very large data bases,2002,369
53909f6920f70186a0e3a990,a bandwidth model for internet search,axel uhl,vldb 02 proceedings of the 28th international conference on very large data bases,2002,371
53909f6920f70186a0e3a96b,efficient algorithms for processing xpath queries,"georg gottlob, christoph koch, reinhard pichler",vldb 02 proceedings of the 28th international conference on very large data bases,2002,373
53909f6920f70186a0e3a96c,incorporating xsl processing into database engines,guido moerkotte,vldb 02 proceedings of the 28th international conference on very large data bases,2002,377
53909f8c20f70186a0e3fe21,proceedings of the 29th international conference on very large data bases  volume 29,"johann christoph freytag, peter c lockemann, serge abiteboul, michael j carey, patricia g selinger, andreas heuer",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,381
53909f8c20f70186a0e3fe68,avoiding sorting and grouping in processing queries,"xiaoyu wang, mitch cherniack",vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,440
53909f8c20f70186a0e3fe7f,who needs xml database,sophie cluet,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,448
53909f8c20f70186a0e3fe7d,the zerodelay data warehouse mobilizing heterogeneous database,eva kühn,vldb 03 proceedings of the 29th international conference on very large data bases  volume 29,2003,494
53909f8c20f70186a0e4018b,proceedings of the thirtieth international conference on very large data bases  volume 30,"mario a nascimento, m tamer özsu, donald kossmann, renée j miller, josé a blakeley, k bernhard schiefer",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,505
53909f8c20f70186a0e40191,practical suffix tree construction,"sandeep tata, richard a hankins, jignesh m patel",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,508
53909f8c20f70186a0e40192,answering xpath queries over networks by sending minimal views,"keishi tajima, yoshiki fukui",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,510
53909f8c20f70186a0e4019b,taming xpath queries by minimizing wildcard steps,"cheeyong chan, wenfei fan, yiming zeng",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,511
53909f8c20f70186a0e4018f,compressing large boolean matrices using reordering techniques,"david johnson, shankar krishnan, jatin chhugani, subodh kumar, suresh venkatasubramanian",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,512
53909f8c20f70186a0e4019c,the next framework for logical xquery optimization,"alin deutsch, yannis papakonstantinou, yu xu",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,513
53909f8c20f70186a0e40196,secure xml publishing without information leakage in the presence of data inference,"xiaochun yang, chen li",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,514
53909f8c20f70186a0e40193,a framework for using materialized xpath views in xml query processing,"andrey balmin, fatma özcan, kevin s beyer, roberta j cochrane, hamid pirahesh",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,518
53909f8c20f70186a0e40197,limiting disclosure in hippocratic databases,"kristen lefevre, rakesh agrawal, vuk ercegovac, raghu ramakrishnan, yirong xu, david dewitt",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,520
53909f8c20f70186a0e401a1,schemabased scheduling of event processors and buffer minimization for queries on structured data streams,"christoph koch, stefanie scherzinger, nicole schweikardt, bernhard stegmaier",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,522
53909f8c20f70186a0e401a9,memorylimited execution of windowed stream joins,"utkarsh srivastava, jennifer widom",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,523
53909f8c20f70186a0e401af,accurate and efficient crawling for relevant websites,"martin ester, hanspeter kriegel, matthias schubert",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,525
53909f8c20f70186a0e401a3,xquery on sql hosts,"torsten grust, sherif sakr, jens teubner",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,526
53909f8c20f70186a0e4019d,detecting change in data streams,"daniel kifer, shai bendavid, johannes gehrke",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,527
53909f8c20f70186a0e401b0,instancebased schema matching for web databases by domainspecific query probing,"jiying wang, jirong wen, fred lochovsky, weiying ma",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,531
53909f8c20f70186a0e401b7,query languages and data models for database sequences and data streams,"yannei law, haixun wang, carlo zaniolo",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,532
53909f8c20f70186a0e401c2,efficiencyquality tradeoffs for vector score aggregation,"pavan kumar c singitham, mahathi s mahabhashyam, prabhakar raghavan",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,534
53909f8c20f70186a0e401c3,merging the results of approximate match operations,"sudipto guha, nick koudas, amit marathe, divesh srivastava",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,535
53909f8c20f70186a0e401c5,steps towards cacheresident transaction processing,"stavros harizopoulos, anastassia ailamaki",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,536
53909f8c20f70186a0e401c1,towards an internetscale xml dissemination service,"yanlei diao, shariq rizvi, michael j franklin",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,538
53909f8c20f70186a0e401c7,cacheconscious radixdecluster projections,"stefan manegold, peter boncz, niels nes, martin kersten",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,539
53909f8c20f70186a0e401cb,resilient rights protection for sensor streams,"radu sion, mikhail atallah, sunil prabhakar",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,540
53909f8c20f70186a0e401c6,writeoptimized btrees,goetz graefe,vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,541
53909f8c20f70186a0e401ad,similarity search for web services,"xin dong, alon halevy, jayant madhavan, ema nemes, jun zhang",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,544
53909f8c20f70186a0e401ca,a privacypreserving index for range queries,"bijit hore, sharad mehrotra, gene tsudik",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,545
53909f8c20f70186a0e401b3,online balancing of rangepartitioned data with applications to peertopeer systems,"prasanna ganesan, mayank bawa, hector garciamolina",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,547
53909f8c20f70186a0e401c0,griddb a datacentric overlay for scientific grids,"david t liu, michael j franklin",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,549
53909f8c20f70186a0e401b9,auditing compliance with a hippocratic database,"rakesh agrawal, roberto bayardo, christos faloutsos, jerry kiernan, ralf rantzau, ramakrishnan srikant",vldb 04 proceedings of the thirtieth international conference on very large data bases  volume 30,2004,550
